Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Elsevier,18400,Petroleum Research,2096-2495,NA,Petroleum Research,Open Access,USD,0,not included
Elsevier,11018,Pharmacological Reports,1734-1140,NA,Pharmacological Reports,Hybrid,USD,3000,Freedom Collection
Elsevier,07546,Pharmacology Biochemistry and Behavior,0091-3057,NA,"Pharmacology, Biochemistry and Behavior",Hybrid,USD,2200,Freedom Collection
Elsevier,10146,PharmaNutrition,2213-4344,NA,PharmaNutrition,Hybrid,USD,3000,Freedom Collection
Elsevier,05489,Photodiagnosis and Photodynamic Therapy,1572-1000,NA,Photodiagnosis and Photodynamic Therapy,Hybrid,USD,2500,Freedom Collection
Elsevier,05479,Photonics and Nanostructures - Fundamentals and Applications,1569-4410,NA,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,USD,2200,Freedom Collection
Elsevier,04286,Physica Medica,1120-1797,NA,Physica Medica,Hybrid,USD,1700,Freedom Collection
Elsevier,08626,Physical Communication,1874-4907,NA,Physical Communication,Hybrid,USD,2400,Freedom Collection
Elsevier,13315,Physical Medicine and Rehabilitation Clinics of North America,1047-9651,NA,Physical Medicine & Rehabilitation Clinics of North America,Hybrid,USD,3000,not included
Elsevier,18840,Physician Assistant Clinics,2405-7991,NA,Physician Assistant Clinics,Hybrid,USD,3000,not included
Elsevier,10100,Physics of the Dark Universe,2212-6864,NA,Physics of the Dark Universe,Hybrid,USD,2000,Freedom Collection
Elsevier,05357,Physics of The Earth and Planetary Interiors,0031-9201,NA,Physics of the Earth and Planetary Interiors,Hybrid,USD,3400,Freedom Collection
Elsevier,08192,Physics and Imaging in Radiation Oncology,2405-6316,NA,NA,NA,NA,NA,not included
Elsevier,05484,Physics of Life Reviews,1571-0645,NA,Physics of Life Reviews,Hybrid,USD,3000,Freedom Collection
Elsevier,18075,Physics in Medicine,2352-4510,NA,Physics in Medicine,Open Access,USD,1100,not included
Elsevier,07548,Physiology & Behavior,0031-9384,NA,Physiology & Behavior,Hybrid,USD,2750,Freedom Collection
Elsevier,04065,Physiotherapy,0031-9406,NA,Physiotherapy,Hybrid,USD,2500,Freedom Collection
Elsevier,04291,Phytochemistry Letters,1874-3900,NA,Phytochemistry Letters,Hybrid,USD,2600,Freedom Collection
Elsevier,18353,Plant Diversity,2468-2659,NA,NA,NA,NA,NA,not included
Elsevier,18083,Plant Gene,2352-4073,NA,Plant Gene,Hybrid,USD,1500,Freedom Collection
Elsevier,08045,Plant Science,0168-9452,Formerly known as Plant Science Letters,Plant Science,Hybrid,USD,3200,Freedom Collection
Elsevier,13430,PM&R,1934-1482,NA,PM&R,Hybrid,USD,3000,not included
Elsevier,06073,Polar Science,1873-9652,NA,Polar Science,Hybrid,USD,2500,Freedom Collection
Elsevier,03078,Polymer,0032-3861,Incorporating Computational and Theoretical Polymer Science,Polymer,Hybrid,USD,3400,Freedom Collection
Elsevier,02045,Polymer Degradation and Stability,0141-3910,Incorporating Polymer Photochemistry,Polymer Degradation and Stability,Hybrid,USD,3500,Freedom Collection
Elsevier,02050,Polymer Testing,0142-9418,NA,Polymer Testing,Hybrid,USD,3300,Freedom Collection
Elsevier,05122,Postharvest Biology and Technology,0925-5214,NA,Postharvest Biology and Technology,Hybrid,USD,3300,Freedom Collection
Elsevier,06031,Powder Technology,0032-5910,NA,Powder Technology,Hybrid,USD,3000,Freedom Collection
Elsevier,18117,Practical Laboratory Medicine,2352-5517,NA,Practical Laboratory Medicine,Open Access,USD,1850,not included
Elsevier,12937,Practical Radiation Oncology,1879-8500,NA,Practical Radiation Oncology,Hybrid,USD,2500,not included
Elsevier,05358,Precambrian Research,0301-9268,NA,Precambrian Research,Hybrid,USD,3300,Freedom Collection
Elsevier,07750,Precision Engineering,0141-6359,NA,Precision Engineering,Hybrid,USD,2500,Freedom Collection
Elsevier,08732,Pregnancy Hypertension,2210-7789,NA,Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health,Hybrid,USD,3000,Freedom Collection
Elsevier,14067,Preventive Medicine Reports,2211-3355,NA,Preventive Medicine Reports,Open Access,USD,1600,not included
Elsevier,05123,Preventive Veterinary Medicine,0167-5877,NA,Preventive Veterinary Medicine,Hybrid,USD,3200,Freedom Collection
Elsevier,13261,Primary Care: Clinics in Office Practice,0095-4543,NA,Primary Care: Clinics in Office Practice,Hybrid,USD,3000,not included
Elsevier,04280,Primary Care Diabetes,1751-9918,NA,Primary Care Diabetes,Hybrid,USD,3150,Freedom Collection
Elsevier,02052,Probabilistic Engineering Mechanics,0266-8920,NA,Probabilistic Engineering Mechanics,Hybrid,USD,2500,Freedom Collection
Elsevier,08817,Procedia CIRP,2212-8271,NA,Procedia CIRP,Open Access,USD,0,not included
Elsevier,08677,Procedia Computer Science,1877-0509,NA,Procedia Computer Science,Open Access,USD,0,not included
Elsevier,05631,Procedia Engineering,1877-7058,NA,Procedia Engineering,Open Access,USD,0,not included
Elsevier,08754,Procedia IUTAM,2210-9838,NA,Procedia IUTAM,Open Access,USD,0,not included
Elsevier,17073,Procedia Manufacturing,2351-9789,NA,Procedia Manufacturing,Open Access,USD,0,not included
Elsevier,04124,Procedia ñ Social and Behavioral Sciences,1877-0428,NA,Procedia - Social and Behavioral Sciences,Open Access,USD,0,not included
Elsevier,18305,Procedia Structural Integrity,2452-3216,NA,NA,NA,NA,NA,not included
Elsevier,04068,Proceedings of the Combustion Institute,1540-7489,Formerly known as Symposium (International) on Combustion,Proceedings of the Combustion Institute,Hybrid,USD,2150,Freedom Collection
Elsevier,05611,Proceedings of the Geologistsí Association,0016-7878,NA,Proceedings of the Geologists' Association,Hybrid,USD,3300,Freedom Collection
Elsevier,02051,Process Biochemistry,1359-5113,NA,Process Biochemistry,Hybrid,USD,2200,Freedom Collection
Elsevier,08631,Process Safety and Environmental Protection,0957-5820,NA,Process Safety and Environmental Protection,Hybrid,USD,3000,Freedom Collection
Elsevier,18871,The Professional Animal Scientist,1080-7446,NA,The Professional Animal Scientist,Hybrid,USD,2500,not included
Elsevier,08791,Progress in Natural Science: Materials International,1002-0071,NA,Progress in Natural Science: Materials International,Open Access,USD,0,not included
Elsevier,07549,Progress in Neuro-Psychopharmacology and Biological Psychiatry,0278-5846,Formerly known as Progress in Neuro-Psychopharmacology,NA,NA,NA,NA,Freedom Collection
Elsevier,06032,Progress in Organic Coatings,0300-9440,NA,Progress in Organic Coatings,Hybrid,USD,2500,Freedom Collection
Elsevier,08046,Progress in Pediatric Cardiology,1058-9813,NA,Progress in Pediatric Cardiology,Hybrid,USD,2500,Freedom Collection
Elsevier,18003,Propulsion and Power Research,2212-540X,NA,Propulsion and Power Research,Open Access,USD,0,not included
Elsevier,07754,Prostaglandins & Other Lipid Mediators,1098-8823,Formerly known as Prostaglandins; Incorporating Journal of Lipid Mediators and Cell Signalling,Prostaglandins and Other Lipid Mediators,Hybrid,USD,3000,Freedom Collection
Elsevier,18148,Prostate International,2287-8882,NA,NA,NA,NA,NA,not included
Elsevier,13316,Psychiatric Clinics of North America,0193-953X,NA,Psychiatric Clinics of North America,Hybrid,USD,3000,not included
Elsevier,08047,Psychiatry Research,0165-1781,NA,Psychiatry Research,Hybrid,USD,3100,Freedom Collection
Elsevier,08048,Psychiatry Research: Neuroimaging,0925-4927,NA,Psychiatry Research: Neuroimaging,Hybrid,USD,2550,Freedom Collection
Elsevier,00731,Psychology of Sport and Exercise,1469-0292,NA,Psychology of Sport & Exercise,Hybrid,USD,1800,Freedom Collection
Elsevier,14045,Psychosomatics,0033-3182,NA,Psychosomatics,Hybrid,USD,3000,Freedom Collection
Elsevier,06063,Quaternary Geochronology,1871-1014,NA,Quaternary Geochronology,Hybrid,USD,2500,Freedom Collection
Elsevier,13106,Radiologic Clinics of North America,0033-8389,NA,Radiologic Clinics of North America,Hybrid,USD,3000,not included
Elsevier,18839,Radiology Case Reports,1930-0433,NA,Radiology Case Reports,Open Access,USD,500,not included
Elsevier,18092,Radiology of Infectious Diseases,2352-6211,NA,Radiology of Infectious Diseases,Open Access,USD,0,not included
Elsevier,08049,Radiotherapy and Oncology,0167-8140,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18793,Rangeland Ecology & Management,1550-7424,NA,Rangeland Ecology & Management,Hybrid,USD,2500,not included
Elsevier,18794,Rangelands,0190-0528,NA,Rangelands,Hybrid,USD,1500,not included
Elsevier,04115,Rare Metal Materials and Engineering,1875-5372,NA,Rare Metal Materials and Engineering,Hybrid,USD,3000,not included
Elsevier,11501,RAUSP Management Journal,2531-0488,Formerly known as Revista de AdministraÁ„o,NA,NA,NA,NA,not included
Elsevier,10520,REACH,2352-3093,NA,REACH,Hybrid,USD,2200,Freedom Collection
Elsevier,05180,Reactive and Functional Polymers,1381-5148,Formerly known as Reactive Polymers,Reactive and Functional Polymers,Hybrid,USD,2500,Freedom Collection
Elsevier,10128,Redox Biology,2213-2317,NA,Redox Biology,Open Access,USD,2700,not included
Elsevier,18070,Regenerative Therapy,2352-3204,NA,Regenerative Therapy,Open Access,USD,1100,not included
Elsevier,18076,Regional Studies in Marine Science,2352-4855,NA,Regional Studies in Marine Science,Hybrid,USD,1500,Freedom Collection
Elsevier,02054,Reliability Engineering & System Safety,0951-8320,Formerly known as Reliability Engineering,Reliability Engineering and System Safety,Hybrid,USD,2700,Freedom Collection
Elsevier,18162,Remote Sensing Applications: Society and Environment,2352-9385,NA,Remote Sensing Applications: Society and Environment,Hybrid,USD,1500,Freedom Collection
Elsevier,07759,Remote Sensing of Environment,0034-4257,NA,Remote Sensing of Environment,Hybrid,USD,3800,Freedom Collection
Elsevier,02272,Renewable Energy Focus,1755-0084,Formerly known as Refocus,Renewable Energy Focus,Hybrid,USD,1400,Freedom Collection
Elsevier,11000,Reports of Practical Oncology & Radiotherapy,1507-1367,Formerly known as Reports of Practical Oncology,Reports of Practical Oncology & Radiotherapy,Hybrid,USD,3000,Freedom Collection
Elsevier,05636,Reproductive BioMedicine Online,1472-6483,NA,Reproductive BioMedicine Online,Hybrid,USD,2750,Freedom Collection
Elsevier,18179,Reproductive Biomedicine & Society Online,2405-6618,NA,Reproductive Biomedicine & Society Online,Open Access,EUR,1515,not included
Elsevier,05621,Research in Accounting Regulation,1052-0457,NA,Research in Accounting Regulation,Hybrid,USD,1100,Freedom Collection
Elsevier,04094,Research in Autism Spectrum Disorders,1750-9467,NA,Research in Autism Spectrum Disorders,Hybrid,USD,2200,Freedom Collection
Elsevier,08552,Research in International Business and Finance,0275-5319,NA,Research in International Business and Finance,Hybrid,USD,1100,Freedom Collection
Elsevier,12702,Research in Organizational Behavior,0191-3085,NA,Research in Organizational Behavior,Hybrid,USD,1800,Freedom Collection
Elsevier,13370,Research in Social and Administrative Pharmacy,1551-7411,NA,Research in Social and Administrative Pharmacy,Hybrid,USD,2500,Freedom Collection
Elsevier,04238,Research in Social Stratification and Mobility,0276-5624,NA,Research in Social Stratification and Mobility,Hybrid,USD,1100,Freedom Collection
Elsevier,12904,Research in Transportation Business & Management,2210-5395,NA,Research in Transportation Business & Management,Hybrid,USD,1100,Freedom Collection
Elsevier,05606,Research in Transportation Economics,0739-8859,NA,Research in Transportation Economics,Hybrid,USD,1100,Freedom Collection
Elsevier,05125,"Resources, Conservation and Recycling",0921-3449,Incorporating Conservation & Recycling and Resources and Conservation,"Resources, Conservation & Recycling",Hybrid,USD,3500,Freedom Collection
Elsevier,08808,Respiratory Investigation,2212-5345,NA,Respiratory Investigation,Hybrid,USD,3000,Freedom Collection
Elsevier,04118,Respiratory Medicine Case Reports,2213-0071,Formerly known as Respiratory Medicine CME,Respiratory Medicine Case Reports,Open Access,USD,450,not included
Elsevier,05126,Respiratory Physiology & Neurobiology,1569-9048,Formerly known as Respiration Physiology,Respiratory Physiology & Neurobiology,Hybrid,USD,3000,Freedom Collection
Elsevier,08777,Results in Physics,2211-3797,NA,Results in Physics,Open Access,USD,850,not included
Elsevier,08051,Resuscitation,0300-9572,NA,Resuscitation,Hybrid,USD,3200,Freedom Collection
Elsevier,08719,Review of Development Finance,1879-9337,NA,Review of Development Finance,Open Access,USD,0,not included
Elsevier,05359,Review of Palaeobotany and Palynology,0034-6667,NA,Review of Palaeobotany and Palynology,Hybrid,USD,3300,Freedom Collection
Elsevier,18171,Reviews in Physics,2405-4283,NA,Reviews in Physics,Open Access,USD,1500,not included
Elsevier,15842,Revista Brasileira de CiÍncias do Esporte,0101-3289,NA,NA,NA,NA,NA,not included
Elsevier,15910,Revista Brasileira de Entomologia,0085-5626,NA,Revista Brasileira de Entomologia,Open Access,USD,0,not included
Elsevier,15094,Revista Brasileira de Farmacognosia,0102-695X,NA,NA,NA,NA,NA,not included
Elsevier,15991,Revista Brasileira de Ortopedia,0102-3616,NA,Revista Brasileira de Ortopedia,Open Access,USD,0,not included
Elsevier,15994,Revista Brasileira de Ortopedia (English Edition),2255-4971,NA,Revista Brasileira de Ortopedia (English Edition),Open Access,USD,0,not included
Elsevier,16444,Revista CientÌfica de la Sociedad de EnfermerÌa NeurolÛgica (English ed.),2530-299X,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,15982,Revista ClÌnica EspaÒola (English Edition),2254-8874,NA,Revista Cl√≠nica Espa√±ola (English Edition),Hybrid,EUR,2000,Freedom Collection
Elsevier,16279,Revista Colombiana de CancerologÌa,0123-9015,NA,Revista Colombiana de Cancerolog√≠a,Hybrid,USD,3000,not included
Elsevier,16352,Revista Colombiana de CardiologÌa,0120-5633,NA,Revista Colombiana de Cardiolog√≠a,Open Access,USD,0,not included
Elsevier,15835,Revista Colombiana de Ortopedia y TraumatologÌa,0120-8845,NA,Revista Colombiana de Ortopedia y Traumatolog√≠a,Hybrid,USD,3000,not included
Elsevier,16446,Revista Colombiana de PsiquiatrÌa (English ed.),2530-3120,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,15826,Revista Colombiana de ReumatologÌa,0121-8123,NA,Revista Colombiana de Reumatologia,Hybrid,USD,3000,not included
Elsevier,16430,Revista Colombiana de ReumatologÌa (English Edition),2444-4405,NA,NA,NA,NA,NA,not included
Elsevier,15820,Revista de Contabilidad,1138-4891,NA,Revista de Contabilidad,Open Access,USD,0,not included
Elsevier,15974,Revista EspaÒola de AnestesiologÌa y ReanimaciÛn,0034-9356,NA,Revista Espa√±ola de Anestesiolog√≠a y Reanimaci√≥n,Hybrid,USD,3000,not included
Elsevier,16835,Revista EspaÒola de AnestesiologÌa y ReanimaciÛn (English Edition),2341-1929,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,14300,Revista de GastroenterologÌa de MÈxico (English Edition),2255-534X,NA,Revista de Gastroenterolog√≠a de M√©xico (English Edition),Open Access,USD,0,not included
Elsevier,16425,Revista Latinoamericana de CirugÌa OrtopÈdica,2444-9725,NA,NA,NA,NA,NA,not included
Elsevier,16837,Revista MÈdica ClÌnica Las Condes,0716-8640,NA,Revista M√©dica Cl√≠nica Las Condes,Open Access,USD,0,not included
Elsevier,14303,Revista MÈdica del Hospital General de MÈxico,0185-1063,NA,NA,NA,NA,NA,not included
Elsevier,15961,Revista Portuguesa de Cardiologia,0870-2551,NA,Revista Portuguesa de Cardiologia,Open Access,USD,3000,not included
Elsevier,16447,Revista de Psicodid·ctica,1136-1034,NA,NA,NA,NA,NA,not included
Elsevier,16445,Revista de Psicodid·ctica (English ed.),2530-3805,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,16449,Revue Francophone de Cicatrisation,2468-9114,NA,NA,NA,NA,NA,not included
Elsevier,17022,La Revue Gestion et Organisation,2214-4234,Formerly known as Revue Libanaise de Gestion et d'…conomie,La Revue Gestion et Organisation,Open Access,USD,0,not included
Elsevier,13263,Rheumatic Disease Clinics of North America,0889-857X,NA,Rheumatic Disease Clinics of North America,Hybrid,USD,3000,not included
Elsevier,18283,Rhizosphere,2452-2198,NA,Rhizosphere,Hybrid,USD,2000,Freedom Collection
Elsevier,08625,Rice Science,1672-6308,NA,Rice Science,Open Access,USD,0,not included
Elsevier,08608,Russian Geology and Geophysics,1068-7971,NA,Russian Geology and Geophysics,Hybrid,USD,3000,not included
Elsevier,17021,Safety and Health at Work,2093-7911,NA,Safety and Health at Work,Open Access,USD,0,not included
Elsevier,05419,Safety Science,0925-7535,Formerly known as Journal of Occupational Accidents,Safety Science,Hybrid,USD,1950,Freedom Collection
Elsevier,08685,The Saudi Dental Journal,1013-9052,NA,The Saudi Dental Journal,Open Access,USD,0,not included
Elsevier,08688,Saudi Journal of Biological Sciences,1319-562X,NA,Saudi Journal of Biological Sciences,Open Access,USD,0,not included
Elsevier,08683,Saudi Journal of Ophthalmology,1319-4534,NA,Saudi Journal of Ophthalmology,Open Access,USD,0,not included
Elsevier,08690,Saudi Pharmaceutical Journal,1319-0164,NA,Saudi Pharmaceutical Journal,Open Access,USD,0,not included
Elsevier,05080,Schizophrenia Research,0920-9964,NA,Schizophrenia Research,Hybrid,USD,3100,Freedom Collection
Elsevier,14191,Schizophrenia Research: Cognition,2215-0013,NA,Schizophrenia Research: Cognition,Open Access,USD,2000,not included
Elsevier,18374,Science Bulletin,2095-9273,NA,Science Bulletin,Hybrid,USD,2500,Freedom Collection
Elsevier,05310,Science of Computer Programming,0167-6423,NA,Science of Computer Programming,Hybrid,USD,1500,Freedom Collection
Elsevier,08074,Science & Justice,1355-0306,Formerly known as Journal Forensic Science Society,Science & Justice,Hybrid,USD,3000,Freedom Collection
Elsevier,16282,Science and Technology of Materials,2603-6363,Formerly known as CiÍncia & Tecnologia dos Materiais,Science and Technology of Materials,Hybrid,USD,3000,not included
Elsevier,05127,Science of The Total Environment,0048-9697,NA,Science of the Total Environment,Hybrid,USD,3400,Freedom Collection
Elsevier,05128,Scientia Horticulturae,0304-4238,NA,Scientia Horticulturae,Hybrid,USD,2500,Freedom Collection
Elsevier,05360,Sedimentary Geology,0037-0738,NA,Sedimentary Geology,Hybrid,USD,3300,Freedom Collection
Elsevier,18026,Sensing and Bio-Sensing Research,2214-1804,NA,Sensing and Bio-Sensing Research,Open Access,USD,1600,not included
Elsevier,06033,Sensors and Actuators A: Physical,0924-4247,Formerly part of Sensors and Actuators,Sensors & Actuators: A. Physical,Hybrid,USD,3250,Freedom Collection
Elsevier,06034,Sensors and Actuators B: Chemical,0925-4005,Formerly part of Sensors and Actuators,Sensors & Actuators: B. Chemical,Hybrid,USD,3300,Freedom Collection
Elsevier,08054,Separation and Purification Technology,1383-5866,Incorporating Gas Separation & Purification and Separations Technology,Separation and Purification Technology,Hybrid,USD,2500,Freedom Collection
Elsevier,18855,Sexual Medicine,2050-1161,NA,Sexual Medicine,Open Access,USD,2500,not included
Elsevier,18847,Sexual Medicine Reviews,2050-0521,NA,Sexual Medicine Reviews,Hybrid,USD,2500,not included
Elsevier,08675,Sexual & Reproductive Healthcare,1877-5756,NA,Sexual & Reproductive Healthcare,Hybrid,USD,2500,Freedom Collection
Elsevier,18225,"She Ji: The Journal of Design, Economics, and Innovation",2405-8726,NA,"She Ji: The Journal of Design, Economics, and Innovation",Open Access,USD,0,not included
Elsevier,05311,Signal Processing,0165-1684,NA,Signal Processing,Hybrid,USD,2400,Freedom Collection
Elsevier,05312,Signal Processing: Image Communication,0923-5965,NA,Signal Processing: Image Communication,Hybrid,USD,2400,Freedom Collection
Elsevier,05314,Simulation Modelling Practice and Theory,1569-190X,Formerly known as Simulation Practice and Theory,Simulation Modelling Practice and Theory,Hybrid,USD,1500,Freedom Collection
Elsevier,18790,Sleep Health,2352-7218,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05557,Sleep Medicine,1389-9457,NA,Sleep Medicine,Hybrid,USD,3200,Freedom Collection
Elsevier,13408,Sleep Medicine Clinics,1556-407X,NA,Sleep Medicine Clinics,Hybrid,USD,3000,not included
Elsevier,05129,Small Ruminant Research,0921-4488,NA,Small Ruminant Research,Hybrid,USD,2500,Freedom Collection
Elsevier,18861,Smart Health,2352-6483,NA,Smart Health,Hybrid,USD,1500,Freedom Collection
Elsevier,18109,SoftwareX,2352-7110,NA,SoftwareX,Open Access,USD,500,not included
Elsevier,02056,Soil Dynamics and Earthquake Engineering,0267-7261,Formerly known as International Journal of Soil Dynamics and Earthquake Engineering,Soil Dynamics and Earthquake Engineering,Hybrid,USD,2500,Freedom Collection
Elsevier,05130,Soil and Tillage Research,0167-1987,Incorporating Soil Technology,Soil & Tillage Research,Hybrid,USD,2500,Freedom Collection
Elsevier,10093,Soils and Foundations,0038-0806,NA,Soils and Foundations,Open Access,USD,0,not included
Elsevier,18212,Solid Earth Sciences,2451-912X,NA,Solid Earth Sciences,Open Access,USD,0,not included
Elsevier,18423,Solid State Electronics Letters,2589-2088,NA,NA,NA,NA,NA,not included
Elsevier,05240,Solid State Ionics,0167-2738,NA,Solid State Ionics,Hybrid,USD,2200,Freedom Collection
Elsevier,06067,South African Journal of Botany,0254-6299,NA,South African Journal of Botany,Hybrid,USD,2750,Freedom Collection
Elsevier,18259,South African Journal of Chemical Engineering,1026-9185,NA,South African Journal of Chemical Engineering,Open Access,USD,800,not included
Elsevier,03081,Space Policy,0265-9646,NA,Space Policy,Hybrid,USD,2500,Freedom Collection
Elsevier,00587,Space Research Today,1752-9298,Formerly known as COSPAR Information Bulletin,Space Research Today,Hybrid,USD,3000,Freedom Collection
Elsevier,16436,Spanish Journal of Legal Medicine,2445-4249,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05630,Spatial and Spatio-temporal Epidemiology,1877-5845,NA,Spatial and Spatio-temporal Epidemiology,Hybrid,USD,1100,Freedom Collection
Elsevier,10088,Spatial Statistics,2211-6753,NA,Spatial Statistics,Hybrid,USD,2500,Freedom Collection
Elsevier,05184,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1386-1425,Formerly known as Spectrochimica Acta Part A: Molecular Spectroscopy,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Hybrid,USD,3050,Freedom Collection
Elsevier,05185,Spectrochimica Acta Part B: Atomic Spectroscopy,0584-8547,Formerly part of Spectrochimica Acta,NA,NA,NA,NA,Freedom Collection
Elsevier,13459,Spine Deformity,2212-134X,NA,Spine Deformity,Hybrid,USD,3000,Freedom Collection
Elsevier,07760,The Spine Journal,1529-9430,NA,The Spine Journal,Hybrid,USD,3000,Freedom Collection
Elsevier,05612,Sport Management Review,1441-3523,NA,Sport Management Review,Hybrid,USD,1100,Freedom Collection
Elsevier,18128,SSM - Population Health,2352-8273,NA,SSM - Population Health,Open Access,USD,1250,not included
Elsevier,05503,Stem Cell Research,1873-5061,NA,Stem Cell Research,Open Access,USD,2000,not included
Elsevier,07764,Steroids,0039-128X,NA,Steroids,Hybrid,USD,3000,Freedom Collection
Elsevier,05425,Structural Safety,0167-4730,NA,Structural Safety,Hybrid,USD,2500,Freedom Collection
Elsevier,17739,Structures,2352-0124,NA,Structures,Hybrid,USD,2500,Freedom Collection
Elsevier,18073,Studies in Mycology,0166-0616,NA,Studies in Mycology,Open Access,USD,1000,not included
Elsevier,06035,Surface and Coatings Technology,0257-8972,Formerly known as Surface Technology,Surface & Coatings Technology,Hybrid,USD,2800,Freedom Collection
Elsevier,18319,Surfaces and Interfaces,2468-0230,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05638,The Surgeon,1479-666X,NA,The Surgeon,Hybrid,USD,2500,Freedom Collection
Elsevier,13367,Surgery for Obesity and Related Diseases,1550-7289,NA,Surgery for Obesity and Related Diseases,Hybrid,USD,3400,not included
Elsevier,04260,Surgery (Oxford),0263-9319,NA,Surgery (Oxford),Hybrid,USD,3000,Freedom Collection
Elsevier,13117,Surgical Clinics of North America,0039-6109,NA,Surgical Clinics of North America,Hybrid,USD,3000,not included
Elsevier,02212,Surgical Oncology,0960-7404,NA,Surgical Oncology,Hybrid,USD,2500,Freedom Collection
Elsevier,13323,Surgical Oncology Clinics of North America,1055-3207,NA,Surgical Oncology Clinics of North America,Hybrid,USD,3000,not included
Elsevier,07767,Survey of Ophthalmology,0039-6257,NA,Survey of Ophthalmology,Hybrid,USD,2500,Freedom Collection
Elsevier,18096,Sustainable Chemistry and Pharmacy,2352-5541,NA,Sustainable Chemistry and Pharmacy,Hybrid,USD,1500,Freedom Collection
Elsevier,12903,Sustainable Cities and Society,2210-6707,NA,Sustainable Cities and Society,Hybrid,USD,2500,Freedom Collection
Elsevier,12935,Sustainable Computing: Informatics and Systems,2210-5379,NA,Sustainable Computing: Informatics and Systems,Hybrid,USD,2400,Freedom Collection
Elsevier,18074,"Sustainable Energy, Grids and Networks",2352-4677,NA,"Sustainable Energy, Grids and Networks",Hybrid,USD,2000,Freedom Collection
Elsevier,10125,Sustainable Energy Technologies and Assessments,2213-1388,NA,Sustainable Energy Technologies and Assessments,Hybrid,USD,2500,Freedom Collection
Elsevier,18331,Sustainable Environment Research,2468-2039,NA,NA,NA,NA,NA,not included
Elsevier,17064,Sustainable Materials and Technologies,2214-9937,NA,Sustainable Materials and Technologies,Hybrid,USD,1100,Freedom Collection
Elsevier,18140,Sustainable Production and Consumption,2352-5509,NA,Sustainable Production and Consumption,Hybrid,USD,3000,Freedom Collection
Elsevier,08724,Swarm and Evolutionary Computation,2210-6502,NA,Swarm and Evolutionary Computation,Hybrid,USD,2400,Freedom Collection
Elsevier,10079,Synergy,2213-7130,NA,Synergy,Hybrid,USD,1800,Freedom Collection
Elsevier,06036,Synthetic Metals,0379-6779,NA,Synthetic Metals,Hybrid,USD,3300,Freedom Collection
Elsevier,18215,Synthetic and Systems Biotechnology,2405-805X,NA,Synthetic and Systems Biotechnology,Open Access,USD,0,not included
Elsevier,12948,Systems Engineering Procedia,2211-3819,NA,NA,NA,NA,NA,not included
Elsevier,08587,Taiwanese Journal of Obstetrics and Gynecology,1028-4559,NA,Taiwanese Journal of Obstetrics & Gynecology,Open Access,USD,0,not included
Elsevier,05187,Talanta,0039-9140,NA,Talanta,Hybrid,USD,2800,Freedom Collection
Elsevier,13405,Teaching and Learning in Nursing,1557-3087,NA,Teaching and Learning in Nursing,Hybrid,USD,3000,Freedom Collection
Elsevier,08191,Technical Innovations & Patient Support in Radiation Oncology,2405-6324,NA,NA,NA,NA,NA,not included
Elsevier,02109,Technovation,0166-4972,NA,Technovation,Hybrid,USD,1800,Freedom Collection
Elsevier,05361,Tectonophysics,0040-1951,NA,Tectonophysics,Hybrid,USD,3000,Freedom Collection
Elsevier,05245,Theoretical and Applied Fracture Mechanics,0167-8442,NA,Theoretical and Applied Fracture Mechanics,Hybrid,USD,2500,Freedom Collection
Elsevier,18149,Theoretical and Applied Mechanics Letters,2095-0349,NA,Theoretical and Applied Mechanics Letters,Open Access,USD,150,not included
Elsevier,05317,Theoretical Computer Science,0304-3975,NA,Theoretical Computer Science,Hybrid,USD,1600,Freedom Collection
Elsevier,16415,ThÈrapie,0040-5957,NA,NA,NA,NA,NA,not included
Elsevier,07774,Theriogenology,0093-691X,NA,Theriogenology,Hybrid,USD,2500,Freedom Collection
Elsevier,18308,Thermal Science and Engineering Progress,2451-9049,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05188,Thermochimica Acta,0040-6031,NA,Thermochimica Acta,Hybrid,USD,2600,Freedom Collection
Elsevier,06037,Thin Solid Films,0040-6090,NA,Thin Solid Films,Hybrid,USD,2750,Freedom Collection
Elsevier,02057,Thin-Walled Structures,0263-8231,NA,Thin-Walled Structures,Hybrid,USD,2500,Freedom Collection
Elsevier,04240,Thinking Skills and Creativity,1871-1871,NA,Thinking Skills and Creativity,Hybrid,USD,1100,Freedom Collection
Elsevier,13052,Thoracic Surgery Clinics,1547-4127,Formerly known as Chest Surgery Clinics of North America,Thoracic Surgery Clinics,Hybrid,USD,3000,not included
